StatementID,Committee,Type,CommitteeNumber,Candidate,FilingDate,AmendedDate,OfficialFiling,TransactionDate,LastName,FirstName,Street,City,State,Zip,Expenditure,Purpose,AmendsExpenditureID,ExpenditureID,
1415,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/27/2021,Invalid Date,Thursday before election,10/27/2021,Stripe,,510 Townsend Street,San Francisco,CA,94103-4918,$282.94,Online credit card fees,,6894
1416,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/28/2021,Invalid Date,Thursday before election,10/20/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$250.00,Digital Advertising,,6895
1416,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/28/2021,Invalid Date,Thursday before election,10/22/2021,Boulder Weekly,,690 South Lashley Lane,Boulder,CO,80305,$206.00,Digital Advertising,,6896
1416,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/28/2021,Invalid Date,Thursday before election,10/23/2021,Google Ads,,1600 Amphitheatre Parkway ,Mountain View,CA,94043,$158.10,Digital Advertising,,6898
1416,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/28/2021,Invalid Date,Thursday before election,10/24/2021,Google Ads,,1600 Amphitheatre Parkway ,Mountain View,CA,94043,$6.00,Digital Advertising,,6899
1416,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/28/2021,Invalid Date,Thursday before election,10/25/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$401.13,Digital Advertising,,6900
1416,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/28/2021,Invalid Date,Thursday before election,10/22/2021,Yellow Scene Magazine,,PO Box 964,Erie,CO,80516,$150.00,Digital Advertising,,6901
1417,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/28/2021,Invalid Date,Thursday before election,10/21/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$250.00,Advertising,,6904
1417,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/28/2021,Invalid Date,Thursday before election,10/22/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$37.90,Advertising,,6905
1417,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/28/2021,Invalid Date,Thursday before election,10/25/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$400.00,Advertising,,6906
1417,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/28/2021,Invalid Date,Thursday before election,10/27/2021,MediaNews Group; Inc. (Daily Camera),,5990 Washington Street,Denver,CO,80216,$3887.97,Advertising,,6907
1418,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/28/2021,Invalid Date,Thursday before election,10/22/2021,Boulder Weekly,,690 S. Lashley Lane,BOULDER,CO,80305,$553.00,Advertising,,6911
1418,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/28/2021,Invalid Date,Thursday before election,10/22/2021,StickerGiant,,880 Weaver Park Rd,Longmont,CO,,$172.88,Stickers,,6912
1418,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/28/2021,Invalid Date,Thursday before election,10/23/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$50.00,Advertising,,6913
1418,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/28/2021,Invalid Date,Thursday before election,10/25/2021,LaMar's Donuts and Coffee,,133 McCaslin Blvd,Louisville,CO,80027,$16.32,Donuts,,6914
1418,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/28/2021,Invalid Date,Thursday before election,10/26/2021,Dunkin',,3235 28th St Suite A,BOULDER,CO,80301,$28.32,Donuts,,6915
1418,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/28/2021,Invalid Date,Thursday before election,10/26/2021,Hardcastle Film Company LLC,,2770 6TH ST,BOULDER,CO,80304,$640.00,Video Production,,6916
1418,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/28/2021,Invalid Date,Thursday before election,10/27/2021,Snap Inc.,,2772 Donald Douglas Loop N,Santa Monica,CA,,$50.00,Advertising,,6950
1418,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/28/2021,Invalid Date,Thursday before election,10/28/2021,Snap Inc.,,2772 Donald Douglas Loop N,Santa Monica,CO,,$100.00,Advertising,,6951
1418,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/28/2021,Invalid Date,Thursday before election,10/28/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$33.98,Advertising,,6952
1418,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/28/2021,Invalid Date,Thursday before election,10/28/2021,Boulder Weekly,,690 S. Lashley Lane,BOULDER,CO,80305,$553.00,Advertisement,,6953
1418,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/28/2021,Invalid Date,Thursday before election,10/28/2021,4degrees Inc,,8980 W Tennessee Ave,Lakewood,CO,80226,$900.00,Advertising,,7011
1419,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/27/2021,Invalid Date,Thursday before election,10/19/2021,Facebook Inc.,,1 Hacker Way,Menlo Park,CA,94025,$600.00,Online Ads,,6917
1419,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/27/2021,Invalid Date,Thursday before election,10/20/2021,Squarespace; Inc.,,225 Varick Street; 12th Floor,New York,NY,10014,$6.00,Web Hosting,,6918
1419,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/27/2021,Invalid Date,Thursday before election,10/27/2021,Squarespace; Inc.,,225 Varick Street; 12th Floor,New York,NY,10014,$26.00,Web hosting,,6919
1419,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/27/2021,Invalid Date,Thursday before election,10/27/2021,Facebook Inc.,,1 Hacker Way,Menlo Park,CA,94025,$582.05,Online Ads,,6920
1419,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/27/2021,Invalid Date,Thursday before election,10/27/2021,Google; Inc.,,1600 Amphitheatre Pkwy,Mountain View,CA,94043,$152.83,Online Ads,,6921
1419,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/27/2021,Invalid Date,Thursday before election,10/27/2021,Stripe Inc.,,510 Townsend Street,San Francisco,CA,94103,$6.10,Credit Card Fees - 1 donation 10/19 - 10/27,,6922
1419,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/27/2021,Invalid Date,Thursday before election,10/27/2021,Rebel Idealist LLC (Donor Box),,2615 Columbia Pike #427,Arlington,VA,22204,$3.00,Online Donation Fees - 1 donation - 10/19 - 10/27,,6923
1420,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/28/2021,Invalid Date,Thursday before election,10/19/2021,Google,,1600 Amphitheatre Pkwy,Mountain View,CA,94043,$9.24,Website,,6925
1420,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/28/2021,Invalid Date,Thursday before election,10/20/2021,Big Red F Restaurant Group,,944 Pearl St,Boulder,CO,80302,$200.00,Food,,6926
1420,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/28/2021,Invalid Date,Thursday before election,10/22/2021,Clicksend.com,,2625 Alcatraz Ave #292,Berkeley,CA,94705,$300.00,Advertising,,6927
1420,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/28/2021,Invalid Date,Thursday before election,10/22/2021,1STBank,,2835 Pearl St; Suite A,Boulder,CO,80301,$9.00,Bank fee,,6928
1420,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/28/2021,Invalid Date,Thursday before election,10/25/2021,Clicksend.com,,2625 Alcatraz Ave #292,Berkeley,CA,94705,$100.00,Advertising,,6929
1420,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/28/2021,Invalid Date,Thursday before election,10/25/2021,1STBank,,2835 Pearl St; Suite A,Boulder,CO,80301,$3.00,Bank fee,,6930
1420,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/28/2021,Invalid Date,Thursday before election,10/26/2021,Google,,1600 Amphitheatre Pkwy,Mountain View,CA,94043,$298.88,Advertising,,6931
1420,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/28/2021,Invalid Date,Thursday before election,10/26/2021,Prairie Mountain Media,,5990 Washington St,Denver,CO,80216,$500.00,Advertising,,6932
1420,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/28/2021,Invalid Date,Thursday before election,10/27/2021,Clicksend.com,,2625 Alcatraz Ave #292,Berkeley,CA,94705,$400.00,Advertising,,6933
1420,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/28/2021,Invalid Date,Thursday before election,10/27/2021,1STBank,,2835 Pearl St; Suite A,Boulder,CO,80301,$12.00,Bank fee,,6934
1420,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/28/2021,Invalid Date,Thursday before election,10/28/2021,Stripe,,185 Berry Street; Suite 550,San Francisco,CA,94107,$12.80,Credit card fees,,6935
1421,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/28/2021,Invalid Date,Thursday before election,10/15/2021,US Bank,,200 S. 6th St,Minneapolis,MN,55401,$4.00,Bank Service Charge,,6937
1421,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/28/2021,Invalid Date,Thursday before election,10/20/2021,Big Red F Rest. Grp,,944 Pearl St,Boulder,CO,80302,$200.00,Campaign: Food,,6938
1421,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/28/2021,Invalid Date,Thursday before election,10/20/2021,Center Copy Printing,,2200 Central Ave; Ste D1,Boulder,CO,80301,$1808.12,Advertising - Direct Mail,,6939
1422,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/28/2021,Invalid Date,Thursday before election,10/28/2021,Snap Inc.,,2772 Donald Douglas Loop N,Santa Monica,CA,,$108.61,Snapchat advertising,,6941
1422,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/28/2021,Invalid Date,Thursday before election,10/24/2021,Facebook,,1 Hacker Way,Menlo Park,CA,,$200.00,Facebook & Instagram advertising,,6942
1422,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/28/2021,Invalid Date,Thursday before election,10/27/2021,Google,,1600 Amphitheatre Pkwy	,Mountain View,CA,,$500.00,Google & Youtube advertising	,,6943
1422,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/28/2021,Invalid Date,Thursday before election,10/26/2021,Zazzle,,1800 Seaport Blvd	,Redwood City,CA,,$15.19,T-shirts,,6944
1422,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/28/2021,Invalid Date,Thursday before election,10/27/2021,Wix.com,,40 Namal Tel Aviv Street,Tel Aviv,CO,,$25.00,Web hosting,,6945
1422,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/28/2021,Invalid Date,Thursday before election,10/22/2021,Donorbox,,2615 Columbia Pike #427,Arlington,VA,,$1.50,Processing fees,,6946
1422,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/28/2021,Invalid Date,Thursday before election,10/22/2021,Stripe,,510 Townsend St,San Francisco,CA,,$3.20,Processing fees,,6947
1423,Sierra Club Indian Peaks BMC,Ballot Measure Committee,2021-BMC-022,,10/28/2021,Invalid Date,Thursday before election,10/21/2021,Stephanie Bingham,,3235 6th St. ,Boulder,CO,80304,$127.50,Graphic Design ,,6954
1424,Sierra Club Indian Peaks UCC,Unofficial Candidate Committee,2021-UCC-021,,10/28/2021,Invalid Date,Thursday before election,10/21/2021,Stephanie Bingham,,3235 6th St.,Boulder,CO,80304,$127.50,Graphic Design ,,6955
1425,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/28/2021,Invalid Date,Thursday before election,10/25/2021,Facebook,,1 Hacker Way,Menlo Park,CA,,$900.00,Facebook boosting,,6956
1425,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/28/2021,Invalid Date,Thursday before election,10/27/2021,Google,,1600 Amphitheatre Parkway,Mountain View,CA,,$500.00,google ads,,6957
1425,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/28/2021,Invalid Date,Thursday before election,10/26/2021,Twilio,,375 Beale St. #300,San Francisco,CA,,$200.00,Texting Platform,,6958
1425,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/28/2021,Invalid Date,Thursday before election,10/25/2021,Stripe,,510 Townsend Street,San Francisco,CA,,$102.59,Donation Fee,,6959
1425,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/28/2021,Invalid Date,Thursday before election,10/25/2021,Google,,1600 Amphitheatre Parkway,Mountain View,CA,,$500.00,google ads,,6960
1425,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/28/2021,Invalid Date,Thursday before election,10/22/2021,Facebook,,1 Hacker Way,Menlo Park,CA,,$900.00,Facebook boosting,,6961
1425,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/28/2021,Invalid Date,Thursday before election,10/28/2021,Google,,1600 Amphitheatre Parkway,Mountain View,CA,,$500.00,google ads,,6962
1425,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/28/2021,Invalid Date,Thursday before election,10/28/2021,Twilio,,375 Beale St. #300,San Francisco,CA,,$200.00,Texting Platform,,6963
1426,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/28/2021,Invalid Date,Thursday before election,10/21/2021,Facebook,,1 Facebook Way,Menlo Park,CA,,$35.00,35.00,,6975
1426,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/28/2021,Invalid Date,Thursday before election,10/21/2021,Facebook,,1 Facebook Way,Menlo Park,CO,,$50.00,Ads,,6976
1426,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/28/2021,Invalid Date,Thursday before election,10/21/2021,Facebook,,1 Facebook Way,Menlo Park,CA,,$75.00,Ads,,6977
1426,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/28/2021,Invalid Date,Thursday before election,10/22/2021,Daily Camera,,2500 55th St. Ste. 210,Boulder,CO,,$678.96,Ads,,6978
1426,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/28/2021,Invalid Date,Thursday before election,10/22/2021,Facebook,,1 Facebook Way,Menlo Park,CA,,$75.00,Ads,,6979
1426,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/28/2021,Invalid Date,Thursday before election,10/23/2021,Walgreens,,1111 Broadway,Boulder,CO,,$12.93,Event Food,,6980
1426,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/28/2021,Invalid Date,Thursday before election,10/25/2021,Facebook,,1 Facebook Way,Menlo Park,CA,,$125.00,Ads,,6981
1426,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/28/2021,Invalid Date,Thursday before election,10/27/2021,Stripe,,510 Townsend St.,San Francisco,CA,,$13.83,Fee for Service,,6982
1427,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/28/2021,Invalid Date,Thursday before election,10/27/2021,Safeway,,3325 28th Street,Boulder,CO,80301,$117.51,Candy for Munchkins,,6968
1428,United Campus Workers Colorado Unofficial Candidate Committee,Unofficial Candidate Committee,2021-UCC-023,,10/28/2021,Invalid Date,Thursday before election,10/28/2021,Donorbox,,2615 Columbia Pike #427,Arlington,VA,,$2.63,Processing fees,,6969
1428,United Campus Workers Colorado Unofficial Candidate Committee,Unofficial Candidate Committee,2021-UCC-023,,10/28/2021,Invalid Date,Thursday before election,10/28/2021,Stripe,,510 Townsend St,San Francisco,CA,,$5.98,Processing fees,,6971
1428,United Campus Workers Colorado Unofficial Candidate Committee,Unofficial Candidate Committee,2021-UCC-023,,10/28/2021,Invalid Date,Thursday before election,10/25/2021,Staples,,1601 29th St.,Boulder,CO,80301,$41.35,GOTV Business Cards,,6972
1431,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/28/2021,Invalid Date,Thursday before election,10/21/2021,Facebook,,1 hacker Way. ,Menlo Park,CA,,$80.00,Advertising,,6987
1431,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/28/2021,Invalid Date,Thursday before election,10/21/2021,Facebook,,1 hacker Way.,Menlo Park,CA,,$100.00,Advertising,,6993
1431,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/28/2021,Invalid Date,Thursday before election,10/25/2021,Facebook,,1 hacker Way.,Menlo Park,CA,,$200.00,Advertising,,6995
1431,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/28/2021,Invalid Date,Thursday before election,10/25/2021,Inprint,,14552 Beechnut St,Houston,TX,,$281.45,Yard Signs,,6997
1431,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/28/2021,Invalid Date,Thursday before election,10/21/2021,Boulder Weekly,,690 S. Lashley Lane,Boulder,CO,,$746.00,Advertising,,6998
1431,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/28/2021,Invalid Date,Thursday before election,10/21/2021,Boulder Weekly,,690 S. Lashley Lane,Boulder,CO,,$746.00,Advertising,,6999
1431,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/28/2021,Invalid Date,Thursday before election,10/25/2021,Prarie Mountain Media,,101 W. Colfax Ave.; Suite 1100,Denver,CO,,$848.70,Advertising,,7000
1431,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/28/2021,Invalid Date,Thursday before election,10/28/2021,Boulder Weekly,,690 S. Lashley Lane,Boulder,CO,,$746.00,Advertising,,7001
1432,NO on 301:  A Wolf in Sheep's Clothing,Ballot Measure Committee,2021-BMC-024,,10/28/2021,Invalid Date,Thursday before election,10/28/2021,Prairie Mountain Media,,3350 Arapahoe,Boulder,CO,80303,$386.72,Adverstisement,,6988
1432,NO on 301:  A Wolf in Sheep's Clothing,Ballot Measure Committee,2021-BMC-024,,10/28/2021,Invalid Date,Thursday before election,10/28/2021,Prairie Mountain Media,,3350 Arapahoe,Boulder,CO,80303,$452.64,Advertisement,,6989
1433,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/28/2021,Invalid Date,Thursday before election,10/20/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$175.00,advertising,,7022
1433,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/28/2021,Invalid Date,Thursday before election,10/21/2021,Twilio,,365 Beale Street; Suite 300,San Francisco,CA,94105,$50.00,text messaging campaign,,7023
1433,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/28/2021,Invalid Date,Thursday before election,10/22/2021,Twilio,,365 Beale Street; Suite 300,San Francisco,CA,94105,$50.00,text messaging campaign,,7024
1433,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/28/2021,Invalid Date,Thursday before election,10/25/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$250.00,advertising,,7026
1433,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/28/2021,Invalid Date,Thursday before election,10/25/2021,Twilio,,365 Beale Street; Suite 300,San Francisco,CA,94105,$50.00,text messaging campaign,,7027
1433,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/28/2021,Invalid Date,Thursday before election,10/26/2021,Twilio,,365 Beale Street; Suite 300,San Francisco,CA,94105,$50.00,text messaging campaign,,7028
1433,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/28/2021,Invalid Date,Thursday before election,10/27/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$400.00,advertising,,7029
1433,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/28/2021,Invalid Date,Thursday before election,10/28/2021,Twilio,,365 Beale Street; Suite 300,San Francisco,CA,94105,$50.00,text messaging campaign,,7030
1439,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,11/09/2021,Invalid Date,30th day after election,11/02/2021,Jim Morris Environmental T-Shirt Co,,POBox 18270,Boulder,CO,80308,$115.48,printed sweatshirts,,7037
1440,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,11/08/2021,Invalid Date,30th day after election,10/28/2021,Netbrands Media Corp. (Imprint.com),,14550 Beechnut St.,Houston,TX,77083,$-10.00,Refund for sign overcharge,,7038
1440,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,11/08/2021,Invalid Date,30th day after election,10/28/2021,Facebook Inc.,,1 Hacker Way,Menlo Park,CA,94025,$21.04,Online Advertising,,7039
1440,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,11/08/2021,Invalid Date,30th day after election,11/01/2021,Facebook Inc.,,1 Hacker Way,Menlo Park,CA,94025,$328.46,Online Advertising,,7040
1440,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,11/08/2021,Invalid Date,30th day after election,11/01/2021,Google; Inc.,,1600 Amphitheatre Pkwy,Mountain View,CA,94043,$135.48,Online Advertising,,7041
1440,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,11/08/2021,Invalid Date,30th day after election,11/02/2021,Facebook Inc.,,1 Hacker Way,Menlo Park,CA,94025,$69.94,Online Advertising,,7042
1440,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,11/08/2021,Invalid Date,30th day after election,11/07/2021,Google; Inc.,,1600 Amphitheatre Pkwy,Mountain View,CA,80301,$48.53,Online Advertising,,7043
1440,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,11/08/2021,Invalid Date,30th day after election,11/07/2021,Rebel Idealist LLC (Donor Box),,2615 Columbia Pike #427,Arlington,VA,22204,$0.16,Online Donation Fees - 1 Donation,,7044
1440,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,11/08/2021,Invalid Date,30th day after election,11/07/2021,Stripe Inc.,,510 Townsend Street,San Francisco,CA,94103,$0.61,Credit Card Fees - 1 donation,,7045
1442,United Campus Workers Colorado Unofficial Candidate Committee,Unofficial Candidate Committee,2021-UCC-023,,11/08/2021,Invalid Date,30th day after election,11/02/2021,Ash'kara,,1043 Pearl St.,Boulder,CO,80302,$449.94,Election Night Volunteer Celebration,,7049
1443,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,11/16/2021,Invalid Date,30th day after election,11/01/2021,Snap Inc.,,2772 Donald Douglas Loop N	,Santa Monica,CA,,$59.64,Snapchat advertising,,7051
1443,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,11/16/2021,Invalid Date,30th day after election,11/03/2021,Facebook,,1 Hacker Way,Menlo Park,CA,,$309.72,Facebook & Instagram advertising,,7052
1443,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,11/16/2021,Invalid Date,30th day after election,11/03/2021,Google,,1600 Amphitheatre Pkwy	,Mountain View,CA,,$235.24,Google & Youtube advertising	,,7053
1443,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,11/16/2021,Invalid Date,30th day after election,11/02/2021,Google,,1600 Amphitheatre Pkwy	,Mountain View,CA,,$12.00,Google Workspace,,7054
