stage_value_display_sortable,data_provider,abbrev,stage_value_display,station_num,meas_value_display_sortable,meas_flagb,wd,meas_flaga,row_color,water_source,gnis_id,detailsLink,contr_area,st,meas_value,modified,cty,station_type,modifiedDate,meas_units,stage_flagb,stage_flaga,stream_mile,symbol_shape,longdecdeg,meas_value_display,drain_area,huc10,location_accuracy,more_information,parameter,utm_y,utm_x,station_name,symbol_color,stage_value,symbol_scale,data_category,county,latdecdeg,stage_units,station_name_display,div,usgs_station_id,meas_date_time,wdid,stage_parameter
null,DWR,FOSOUTCO,null,7859,1.89,null,3,O,null,FOSSIL CREEK,00177415,FOSOUTCO,null,CO,1.89,/Date(1639016554850)/,35,Stream Gage,/Date(1638946800000)/,cfs,null,null,3.89,Circle,-104.992281,1.89 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FOSOUTCO?params=DISCHRG,DISCHRG,4482555.0,500655.0,FOSSIL CREEK OUTLET,Blue,null,13,Surface Water,LARIMER,40.493702,null,FOSSIL CREEK OUTLET,1,null,/Date(1639015200000)/,0303774,null
2.83,DWR,FOU8THCO,2.83 ft,8983,11.8,null,10,O,null,FOUNTAIN CREEK,00193719,FOU8THCO,null,CO,11.8,/Date(1639015939583)/,21,Stream Gage,/Date(1638946800000)/,cfs,null,O,54.5,Circle,-104.838257,11.8 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FOU8THCO?params=DISCHRG,DISCHRG,4297878.5,514039.7,FOUNTAIN CREEK AT 8TH STREET,Blue,2.83,13,Surface Water,EL PASO,38.82959,ft,FOUNTAIN CREEK AT 8TH STREET,2,null,/Date(1639015200000)/,1009529,GAGE_HT
null,U.S. Geological Survey,FOUACSCO,null,993,43.4,null,10,O,null,FOUNTAIN CREEK,00193719,FOUACSCO,0,CO,43.4,/Date(1639014950730)/,21,Stream Gage,/Date(1638946800000)/,cfs,null,null,52.94,Circle,-104.82276,43.4 cfs,392,11020003,User supplied,https://dwr.state.co.us/Tools/Stations/FOUACSCO?params=DISCHRG,DISCHRG,4296415.5,515387.8,"FOUNTAIN CREEK AT COLORADO SPRINGS, CO",Blue,null,13,Surface Water,EL PASO,38.816392,null,"FOUNTAIN CREEK AT COLORADO SPRINGS, CO<br><font color=""green"">U.S. Geological Survey</font>",2,07105500,/Date(1639014300000)/,1009508,null
-1310.72,DWR,FOUBERCO,"-1310.72 ft <sup><span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span></sup>",3649,null,Ssn,23,O,null,FOURMILE CREEK,00180230,FOUBERCO,null,CO,null,/Date(1639018820750)/,47,Stream Gage,/Date(1638946800000)/,cfs,null,O,11.99,Circle,-105.950209,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,null,GPS,https://dwr.state.co.us/Tools/Stations/FOUBERCO?params=DISCHRG,DISCHRG,4329661.0,417850.0,FOUR MILE CREEK AT BEERY DITCH,Blue,-1310.72,13,Surface Water,PARK,39.112239,ft,FOUR MILE CREEK AT BEERY DITCH,1,null,/Date(1639017900000)/,2302905,GAGE_HT
null,U.S. Geological Survey,FOUFOUCO,null,1398,120,null,10,O,null,FOUNTAIN CREEK,00193719,FOUFOUCO,0,CO,120,/Date(1639016155843)/,21,Stream Gage,/Date(1638946800000)/,cfs,null,null,31.82,Circle,-104.670261,120 cfs,681,11020003,User supplied,https://dwr.state.co.us/Tools/Stations/FOUFOUCO?params=DISCHRG,DISCHRG,4272625.9,528713.0,"FOUNTAIN CREEK NEAR FOUNTAIN, CO.",Blue,null,13,Surface Water,EL PASO,38.601671,null,"FOUNTAIN CREEK NEAR FOUNTAIN, CO.<br><font color=""green"">U.S. Geological Survey</font>",2,07106000,/Date(1639015200000)/,1009513,null
1.6500000000000001,DWR,FOUHARCO,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",1973,9.18,null,23,O,null,FOURMILE CREEK,00180230,FOUHARCO,null,CO,9.18,/Date(1628606964023)/,47,Stream Gage,/Date(1628575200000)/,cfs,null,O,0.02,Circle,-105.81837,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,10190001,User supplied,https://dwr.state.co.us/Tools/Stations/FOUHARCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4319737.0,429160.0,FOUR MILE CREEK NEAR HARTSEL,Blue,1.6500000000000001,13,Surface Water,PARK,39.023813,ft,FOUR MILE CREEK NEAR HARTSEL,1,null,null,2302901,GAGE_HT
2.5300000000000002,DWR,FOUHIGCO,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",2042,11.700000000000001,null,23,O,null,HIGH CREEK,00180254,FOUHIGCO,null,CO,11.700000000000001,/Date(1628606964100)/,47,Stream Gage,/Date(1628575200000)/,cfs,null,O,3.15,Circle,-105.895443,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,10190001,User supplied,https://dwr.state.co.us/Tools/Stations/FOUHIGCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4326476.0,422553.8,FOUR MILE AT HIGH CREEK,Blue,2.5300000000000002,13,Surface Water,PARK,39.083972,ft,FOUR MILE AT HIGH CREEK,1,null,null,2302904,GAGE_HT
null,U.S. Geological Survey,FOUJANCO,null,1499,88.8,null,10,O,null,FOUNTAIN CREEK,00193719,FOUJANCO,0,CO,88.8,/Date(1639018570917)/,21,Stream Gage,/Date(1638946800000)/,cfs,null,null,51.13,Circle,-104.795821,88.8 cfs,413,11020003,User supplied,https://dwr.state.co.us/Tools/Stations/FOUJANCO?params=DISCHRG,DISCHRG,4294940.8,517730.3,"FOUNTAIN CR BLW JANITELL RD BLW COLO. SPRINGS, CO",Blue,null,13,Surface Water,EL PASO,38.803056,null,"FOUNTAIN CR BLW JANITELL RD BLW COLO. SPRINGS, CO<br><font color=""green"">U.S. Geological Survey</font>",2,07105530,/Date(1639017900000)/,1009506,null
0.9,DWR,FOUMOUCO,0.90 ft,2118,103,null,10,O,null,FOUNTAIN CREEK,00193719,FOUMOUCO,null,CO,103,/Date(1639017861290)/,51,Stream Gage,/Date(1638946800000)/,cfs,null,O,0.21,Circle,-104.59076,103 cfs,null,11020002,Digitized,https://dwr.state.co.us/Tools/Stations/FOUMOUCO?params=DISCHRG,DISCHRG,4234267.0,535806.0,FOUNTAIN CREEK AT MOUTH PUEBLO,Blue,0.9,13,Surface Water,PUEBLO,38.255722,ft,FOUNTAIN CREEK AT MOUTH PUEBLO,2,null,/Date(1639017000000)/,1009509,GAGE_HT
null,U.S. Geological Survey,FOUNCOCO,null,1497,10.8,null,10,O,null,FOUNTAIN CREEK,00193719,FOUNCOCO,0,CO,10.8,/Date(1639016155500)/,21,Stream Gage,/Date(1638946800000)/,cfs,null,null,57.5,Circle,-104.878042,10.8 cfs,103,11020003,User supplied,https://dwr.state.co.us/Tools/Stations/FOUNCOCO?params=DISCHRG,DISCHRG,4300661.3,510583.0,"FOUNTAIN CREEK NEAR COLORADO SPRINGS, CO.",Blue,null,13,Surface Water,EL PASO,38.854718,null,"FOUNTAIN CREEK NEAR COLORADO SPRINGS, CO.<br><font color=""green"">U.S. Geological Survey</font>",2,07103700,/Date(1639015800000)/,1009512,null
null,U.S. Geological Survey,FOUOROCO,null,756,0.78,null,6,O,"rgba(255,205,0,0.7)",FOURMILE CREEK,00178470,FOUOROCO,null,CO,0.78,/Date(1634137331117)/,7,Stream Gage,/Date(1634104800000)/,cfs,null,null,0.27,Circle,-105.32626,null,24,10190005,User supplied,https://dwr.state.co.us/Tools/Stations/FOUOROCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4429880.0,472158.9,"FOURMILE CREEK AT ORODELL, CO",Blue,null,13,Surface Water,BOULDER,40.018673,null,"FOURMILE CREEK AT ORODELL, CO<br><font color=""green"">U.S. Geological Survey</font>",1,06727500,null,0603606,null
null,U.S. Geological Survey,FOUPINCO,null,491,117,null,10,O,null,FOUNTAIN CREEK,00193719,FOUPINCO,0,CO,117,/Date(1639016751090)/,51,Stream Gage,/Date(1638946800000)/,cfs,null,null,15.04,Circle,-104.598065,117 cfs,0,11020003,User supplied,https://dwr.state.co.us/Tools/Stations/FOUPINCO?params=DISCHRG,DISCHRG,4253540.9,535082.8,"FOUNTAIN CREEK NEAR PINON, CO",Blue,null,13,Surface Water,PUEBLO,38.429451,null,"FOUNTAIN CREEK NEAR PINON, CO<br><font color=""green"">U.S. Geological Survey</font>",2,07106300,/Date(1639016100000)/,1009514,null
null,U.S. Geological Survey,FOUPUECO,null,1501,131,null,10,O,null,FOUNTAIN CREEK,00193719,FOUPUECO,0,CO,131,/Date(1639016755280)/,51,Stream Gage,/Date(1638946800000)/,cfs,null,null,2.69,Circle,-104.6011,131 cfs,926,11020003,User supplied,https://dwr.state.co.us/Tools/Stations/FOUPUECO?params=DISCHRG,DISCHRG,4237820.8,534886.4,"FOUNTAIN CREEK AT PUEBLO, CO.",Blue,null,13,Surface Water,PUEBLO,38.287788,null,"FOUNTAIN CREEK AT PUEBLO, CO.<br><font color=""green"">U.S. Geological Survey</font>",2,07106500,/Date(1639016100000)/,1009510,null
null,U.S. Geological Survey,FOUSECCO,null,1192,101,null,10,O,null,FOUNTAIN CREEK,00193719,FOUSECCO,0,CO,101,/Date(1639015554623)/,21,Stream Gage,/Date(1638946800000)/,cfs,null,null,43.67,Circle,-104.733871,101 cfs,495,11020003,User supplied,https://dwr.state.co.us/Tools/Stations/FOUSECCO?params=DISCHRG,DISCHRG,4286786.5,523132.9,"FOUNTAIN CREEK AT SECURITY, CO",Blue,null,13,Surface Water,EL PASO,38.729441,null,"FOUNTAIN CREEK AT SECURITY, CO<br><font color=""green"">U.S. Geological Survey</font>",2,07105800,/Date(1639014600000)/,1009511,null
null,U.S. Geological Survey,FOUVICCO,null,1095,4.22,null,12,O,null,FOURMILE CREEK,00191167,FOUVICCO,0,CO,4.22,/Date(1639015554233)/,60,Stream Gage,/Date(1638946800000)/,cfs,null,null,20.29,Circle,-105.228056,4.22 cfs,272,11020002,User supplied,https://dwr.state.co.us/Tools/Stations/FOUVICCO?params=DISCHRG,DISCHRG,4279502.8,480160.4,"FOURMILE CREEK BELOW CRIPPLE CREEK NEAR VICTOR, CO",Blue,null,13,Surface Water,TELLER,38.663889,null,"FOURMILE CREEK BELOW CRIPPLE CREEK NEAR VICTOR, CO<br><font color=""green"">U.S. Geological Survey</font>",2,07096250,/Date(1639014300000)/,1209506,null
null,Northern Water,FRAGRACO,null,789,35.95,null,51,O,null,FRASER RIVER,00178386,FRAGRACO,null,CO,35.95,/Date(1639017714777)/,25,Stream Gage,/Date(1638946800000)/,cfs,null,null,0.24,Circle,-105.955307,35.95 cfs,297,14010001,User supplied,https://dwr.state.co.us/Tools/Stations/FRAGRACO?params=DISCHRG,DISCHRG,4437657.8,418557.4,"FRASER RIVER AT GRANBY, CO.",Blue,null,13,Surface Water,GRAND,40.085271,null,"FRASER RIVER AT GRANBY, CO.<br><font color=""green"">Northern Water</font>",5,WS1859,/Date(1639016100000)/,5102130,null
0.37,DWR,FRAJIMCO,0.37 ft,514,3.4,null,51,O,null,JIM CREEK,00180945,FRAJIMCO,null,CO,3.4,/Date(1639016839930)/,25,Diversion Structure,/Date(1638946800000)/,cfs,null,O,0.94,Circle,-105.744821,3.4 cfs,0,14010001,User supplied,https://dwr.state.co.us/Tools/Stations/FRAJIMCO?params=DISCHRG,DISCHRG,4415099.0,436315.0,"FRASER-JIM CREEK DIVERSION AT WINTER PARK, CO",Green,0.37,13,Surface Water,GRAND,39.883566,ft,"FRASER-JIM CREEK DIVERSION AT WINTER PARK, CO",5,null,/Date(1639016100000)/,5101264,GAGE_HT
null,U.S. Geological Survey,FRATABCO,null,2424,202,null,51,O,"rgba(255,205,0,0.7)",FRASER RIVER,00178386,FRATABCO,0,CO,202,/Date(1637435480993)/,25,Stream Gage,/Date(1637391600000)/,cfs,null,null,13.19,Circle,-105.848289,null,224,14010001,User supplied,https://dwr.state.co.us/Tools/Stations/FRATABCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4428866.7,427598.5,FRASER RIVER BLW CROOKED CR AT TABERNASH CO,Blue,null,13,Surface Water,GRAND,40.006901,null,"FRASER RIVER BLW CROOKED CR AT TABERNASH CO<br><font color=""green"">U.S. Geological Survey</font>",5,09033300,null,5102134,null
null,U.S. Geological Survey,FRATBRCO,null,3750,21.5,null,51,O,null,FRASER RIVER,00178386,FRATBRCO,null,CO,21.5,/Date(1639016759780)/,25,Stream Gage,/Date(1638946800000)/,cfs,null,null,15.13,Circle,-105.829788,21.5 cfs,115,14010001,User supplied,https://dwr.state.co.us/Tools/Stations/FRATBRCO?params=DISCHRG,DISCHRG,4427013.9,429159.9,"FRASER RIVER AT TABERNASH, CO",Blue,null,13,Surface Water,GRAND,39.99034,null,"FRASER RIVER AT TABERNASH, CO<br><font color=""green"">U.S. Geological Survey</font>",5,09027100,/Date(1639016100000)/,5102131,null
null,U.S. Geological Survey,FRAUPPCO,null,1206,3.61,null,51,O,null,FRASER RIVER,00178386,FRAUPPCO,10,CO,3.61,/Date(1639017355013)/,25,Stream Gage,/Date(1638946800000)/,cfs,null,null,28.71,Circle,-105.751964,3.61 cfs,10,14010001,User supplied,https://dwr.state.co.us/Tools/Stations/FRAUPPCO?params=DISCHRG,DISCHRG,4410915.4,435669.2,"FRASER RIVER AT UPPER STA, NEAR WINTER PARK, CO.",Blue,null,13,Surface Water,GRAND,39.845822,null,"FRASER RIVER AT UPPER STA, NEAR WINTER PARK, CO.<br><font color=""green"">U.S. Geological Survey</font>",5,09022000,/Date(1639016100000)/,5102132,null
null,U.S. Geological Survey,FRAWINCO,null,1303,7.3,null,51,O,null,FRASER RIVER,00178386,FRAWINCO,0,CO,7.3,/Date(1639018572213)/,25,Stream Gage,/Date(1638946800000)/,cfs,null,null,24.03,Circle,-105.776689,7.3 cfs,27,14010001,User supplied,https://dwr.state.co.us/Tools/Stations/FRAWINCO?params=DISCHRG,DISCHRG,4416945.5,433606.3,"FRASER RIVER AT WINTER PARK, CO.",Blue,null,13,Surface Water,GRAND,39.899998,null,"FRASER RIVER AT WINTER PARK, CO.<br><font color=""green"">U.S. Geological Survey</font>",5,09024000,/Date(1639017900000)/,5102133,null
null,DWR,FRDSEPCO,null,8751,0.81,null,2,O,null,SOUTH PLATTE RIVER,00201759,FRDSEPCO,null,CO,0.81,/Date(1639015789570)/,1,Diversion Structure,/Date(1638946800000)/,cfs,null,null,230.04,Circle,-104.914649,0.81 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/FRDSEPCO?params=DISCHRG,DISCHRG,4414605.0,507299.0,FORD SEEP DITCH,Green,null,13,Surface Water,ADAMS,39.881475,null,FORD SEEP DITCH,1,null,/Date(1639015200000)/,0200947,null
-0.2,DWR,FREDITCO,-0.20 ft,3476,0,null,33,O,null,LA PLATA RIVER,00897392,FREDITCO,null,CO,0,/Date(1639018550480)/,34,Diversion Structure,/Date(1638946800000)/,cfs,null,O,15.27,Circle,-108.149267,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FREDITCO?params=DISCHRG,DISCHRG,4116263.0,220308.0,"JOSEPH FREED DITCH, CO",Green,-0.2,13,Surface Water,LA PLATA,37.150958,ft,"JOSEPH FREED DITCH, CO",7,null,/Date(1639017900000)/,3300547,GAGE_HT
null,DWR,FRMDITCO,null,3048,8.32,null,2,O,null,SOUTH PLATTE RIVER,00201759,FRMDITCO,null,CO,8.32,/Date(1639016519673)/,62,Diversion Structure,/Date(1638946800000)/,cfs,null,null,198.74,Circle,-104.826185,8.32 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/FRMDITCO?params=DISCHRG,DISCHRG,4450605.5,514793.4,FARMERS INDEPENDENT DITCH,Green,null,13,Surface Water,WELD,40.205735,null,FARMERS INDEPENDENT DITCH,1,null,/Date(1639015200000)/,0200824,null
null,U.S. Geological Survey,FRMLMRCO,null,3587,1.31,null,6,O,"rgba(255,205,0,0.7)",FOURMILE CREEK,00178470,FRMLMRCO,null,CO,1.31,/Date(1634061135450)/,7,Stream Gage,/Date(1634018400000)/,cfs,null,null,3.6,Circle,-105.364926,null,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/FRMLMRCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4432485.7,468869.8,"FOURMILE CREEK AT LOGAN MILL ROAD NEAR CRISMAN, CO",Blue,null,13,Surface Water,BOULDER,40.042037,null,"FOURMILE CREEK AT LOGAN MILL ROAD NEAR CRISMAN, CO<br><font color=""green"">U.S. Geological Survey</font>",1,06727410,null,0603605,null
0.85,DWR,FRNCRKCO,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",2041,5.78,null,23,O,null,FRENCH CREEK,00183142,FRNCRKCO,null,CO,5.78,/Date(1627674635367)/,47,Stream Gage,/Date(1627624800000)/,cfs,null,O,0.16,Circle,-105.890303,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,10190001,User supplied,https://dwr.state.co.us/Tools/Stations/FRNCRKCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4363230.0,423360.0,FRENCH CREEK ABOVE CONFLUENCE WITH MICHIGAN CREEK,Blue,0.85,13,Surface Water,PARK,39.415193,ft,FRENCH CREEK ABOVE CONFLUENCE WITH MICHIGAN CREEK,1,null,null,2302914,GAGE_HT
null,U.S. Geological Survey,FRODITKS,null,2214,17.3,null,67,O,null,ARKANSAS RIVER,00078956,FRODITKS,null,KS,17.3,/Date(1639015560047)/,null,Stream Gage,/Date(1638946800000)/,cfs,null,null,0.06,Circle,-102.039071,17.3 cfs,null,11030001,User supplied,https://dwr.state.co.us/Tools/Stations/FRODITKS?params=DISCHRG,DISCHRG,4214209.0,759854.3,"FRONTIER DITCH, KS",Blue,null,13,Surface Water,null,38.038346,null,"FRONTIER DITCH, KS<br><font color=""green"">U.S. Geological Survey</font>",2,07137000,/Date(1639014300000)/,6709511,null
null,U.S. Geological Survey,FRUORCCO,null,2917,1112,null,40,O,null,ALFALFA RUN,00186502,FRUORCCO,null,CO,1112,/Date(1639016168287)/,15,Storage Structure,/Date(1638946800000)/,ACFT,null,null,4.86,Triangle,-107.954799,1112 ACFT,null,14020005,User supplied,https://dwr.state.co.us/Tools/Stations/FRUORCCO?params=STORAGE,STORAGE,4301658.0,243491.0,"FRUIT GROWERS RESERVOIR NEAR ORCHARD CITY, CO",Blue,null,13,Surface Water,DELTA,38.826377,null,"FRUIT GROWERS RESERVOIR NEAR ORCHARD CITY, CO<br><font color=""green"">U.S. Geological Survey</font>",4,09143600,/Date(1639015200000)/,4003365,null
-77.34,DWR,FRYIVLCO,-77.34 ft,1524,0,null,38,O,"rgba(255,255,100,0.9)",FRYINGPAN RIVER,00174854,FRYIVLCO,null,CO,0,/Date(1638827740323)/,49,Stream Gage,/Date(1638774000000)/,cfs,null,O,35.68,Circle,-106.530823,0 cfs,18,14010004,User supplied,https://dwr.state.co.us/Tools/Stations/FRYIVLCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4345058.0,367899.0,"FRYINGPAN RIVER NEAR IVANHOE LAKE, CO.",Blue,-77.34,13,Surface Water,PITKIN,39.244793,ft,"FRYINGPAN RIVER NEAR IVANHOE LAKE, CO.",5,09077200,/Date(1638827100000)/,3802058,GAGE_HT
1.94,DWR,FRYMERCO,1.94 ft,1528,54.7,null,38,O,null,FRYINGPAN RIVER,00174854,FRYMERCO,null,CO,54.7,/Date(1639018190647)/,49,Stream Gage,/Date(1638946800000)/,cfs,null,O,19.48,Circle,-106.732542,54.7 cfs,191,14010004,User supplied,https://dwr.state.co.us/Tools/Stations/FRYMERCO?params=DISCHRG,DISCHRG,4358434.5,350740.6,"FRYINGPAN RIVER AT MEREDITH, CO.",Blue,1.94,13,Surface Water,PITKIN,39.362485,ft,"FRYINGPAN RIVER AT MEREDITH, CO.",5,09080100,/Date(1639017900000)/,3802057,GAGE_HT
2.7,DWR,FRYNFNCO,2.70 ft,811,21.400000000000002,null,38,O,null,NORTH FORK FRYINGPAN RIVER,00179749,FRYNFNCO,0,CO,21.400000000000002,/Date(1639018190537)/,49,Stream Gage,/Date(1638946800000)/,cfs,null,O,0.39,Circle,-106.66588,21.4 cfs,42,14010004,User supplied,https://dwr.state.co.us/Tools/Stations/FRYNFNCO?params=DISCHRG,DISCHRG,4356138.0,356443.8,"NORTH FORK FRYINGPAN RIVER NEAR NORRIE, CO.",Blue,2.7,13,Surface Water,PITKIN,39.342772,ft,"NORTH FORK FRYINGPAN RIVER NEAR NORRIE, CO.",5,09078500,/Date(1639017900000)/,3802065,GAGE_HT
null,U.S. Geological Survey,FRYRUDCO,null,1125,44.7,null,38,O,null,FRYINGPAN RIVER,00174854,FRYRUDCO,0,CO,44.7,/Date(1639017355717)/,49,Stream Gage,/Date(1638946800000)/,cfs,null,null,13.7,Circle,-106.825604,44.7 cfs,238,14010004,User supplied,https://dwr.state.co.us/Tools/Stations/FRYRUDCO?params=DISCHRG,DISCHRG,4358931.7,342729.8,"FRYINGPAN RIVER NEAR RUEDI, CO.",Blue,null,13,Surface Water,PITKIN,39.365549,null,"FRYINGPAN RIVER NEAR RUEDI, CO.<br><font color=""green"">U.S. Geological Survey</font>",5,09080400,/Date(1639016100000)/,3802059,null
2.09,DWR,FRYSFUCO,2.09 ft,1033,10.4,null,38,O,null,SOUTH FORK FRYINGPAN RIVER,00179784,FRYSFUCO,null,CO,10.4,/Date(1639018520490)/,49,Stream Gage,/Date(1638946800000)/,cfs,null,O,5.75,Circle,-106.590784,10.4 cfs,11,14010004,User supplied,https://dwr.state.co.us/Tools/Stations/FRYSFUCO?params=DISCHRG,DISCHRG,4344493.0,362713.0,SOUTH FORK FRYINGPAN RIVER AT UPPER  STATION NEAR NORRIE,Blue,2.09,13,Surface Water,PITKIN,39.238899,ft,SOUTH FORK FRYINGPAN RIVER AT UPPER  STATION NEAR NORRIE,5,09077800,/Date(1639017900000)/,3802075,GAGE_HT
1.78,DWR,FRYTHOCO,1.78 ft,1034,27.200000000000003,null,38,O,null,FRYINGPAN RIVER,00174854,FRYTHOCO,null,CO,27.200000000000003,/Date(1639017830353)/,49,Stream Gage,/Date(1638946800000)/,cfs,null,O,23.42,Circle,-106.673818,27.2 cfs,134,14010004,User supplied,https://dwr.state.co.us/Tools/Stations/FRYTHOCO?params=DISCHRG,DISCHRG,4356427.0,355765.0,"FRYINGPAN RIVER NEAR THOMASVILLE, CO.",Blue,1.78,13,Surface Water,PITKIN,39.345262,ft,"FRYINGPAN RIVER NEAR THOMASVILLE, CO.",5,09078600,/Date(1639017000000)/,3802060,GAGE_HT
-0.05,DWR,FTBAUGCO,-0.05 ft,2990,0,null,67,O,null,ARKANSAS RIVER,00078956,FTBAUGCO,null,CO,0,/Date(1639017080237)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,47.97,Circle,-102.750847,0 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/FTBAUGCO?params=DISCHRG,DISCHRG,4217782.0,697251.1,FORT BENT DITCH AUG STATION,Green,-0.05,13,Surface Water,BENT,38.086332,ft,FORT BENT DITCH AUG STATION,2,null,/Date(1639017000000)/,6700632,GAGE_HT
-0.06,DWR,FTBDITCO,-0.06 ft,3259,0,null,67,O,null,ARKANSAS RIVER,00078956,FTBDITCO,null,CO,0,/Date(1639017019957)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,55.73,Circle,-102.837897,0 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/FTBDITCO?params=DISCHRG,DISCHRG,4216260.5,689646.9,FORT BENT DITCH,Green,-0.06,13,Surface Water,BENT,38.074252,ft,FORT BENT DITCH,2,null,/Date(1639016100000)/,6700610,GAGE_HT
null,DWR,FUL3HGCO,null,8738,0,null,2,O,null,SOUTH PLATTE RIVER,00201759,FUL3HGCO,null,CO,0,/Date(1639015670007)/,62,Diversion Structure,/Date(1638946800000)/,cfs,null,null,null,Circle,-104.789922,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FUL3HGCO?params=DISCHRG,DISCHRG,4435446.0,517915.0,FT LUPTON SEC 3 HG,Green,null,13,Surface Water,WELD,40.06909,null,FT LUPTON SEC 3 HG,1,null,/Date(1639015200000)/,0201707,null
null,DWR,FUL3RTCO,null,8735,0,null,2,O,"rgba(255,255,100,0.9)",SOUTH PLATTE RIVER,00201759,FUL3RTCO,null,CO,0,/Date(1638907661640)/,62,Diversion Structure,/Date(1638860400000)/,cfs,null,null,null,Circle,-104.806719,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FUL3RTCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4436659.0,516480.0,FT LUPTON SEC 3 AUG RETURN,Green,null,13,Surface Water,WELD,40.080048,null,FT LUPTON SEC 3 AUG RETURN,1,null,/Date(1638907200000)/,0202985,null
-0.01,DWR,FULDITCO,-0.01 ft,2306,0,null,2,O,null,SOUTH PLATTE RIVER,00201759,FULDITCO,null,CO,0,/Date(1639017650233)/,1,Diversion Structure,/Date(1638946800000)/,cfs,null,O,229.45,Circle,-104.902351,0 cfs,null,10190003,User supplied,https://dwr.state.co.us/Tools/Stations/FULDITCO?params=DISCHRG,DISCHRG,4414227.5,508350.9,FULTON DITCH AT HEADGATE NEAR THORNTON,Green,-0.01,13,Surface Water,ADAMS,39.878068,ft,FULTON DITCH AT HEADGATE NEAR THORNTON,1,null,/Date(1639017000000)/,0200808,GAGE_HT
null,DWR,FULRTNCO,null,9674,0,null,2,O,null,SOUTH PLATTE RIVER,00201759,FULRTNCO,null,CO,0,/Date(1639017890203)/,1,Diversion Structure,/Date(1638946800000)/,cfs,null,null,229.4,Circle,-104.901731,0 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/FULRTNCO?params=DISCHRG,DISCHRG,4414244.0,508404.0,FULTON DITCH SACWSD AUG RETURN,Green,null,13,Surface Water,ADAMS,39.878212,null,FULTON DITCH SACWSD AUG RETURN,1,null,/Date(1639017000000)/,0202910,null
20.37,DWR,FVRES2CO,20.37 ft,9834,552,null,10,O,null,FOUNTAIN CREEK,00193719,FVRES2CO,null,CO,552,/Date(1639017650390)/,21,Storage Structure,/Date(1638946800000)/,ACFT,null,O,44.03,Triangle,-104.698038,552 ACFT,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FVRES2CO?params=STORAGE,STORAGE,4288847.0,526240.0,FOUNTAIN VALLEY RES NO 2 (BIG JOHNSON RES),Blue,20.37,13,Surface Water,EL PASO,38.747921,ft,FOUNTAIN VALLEY RES NO 2 (BIG JOHNSON RES),2,null,/Date(1639017000000)/,1003641,ELEV
-0.09,DWR,GABDITCO,"-0.09 ft <sup><span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span></sup>",5927,null,Ssn,21,O,null,ALAMOSA RIVER,00190624,GABDITCO,null,CO,null,/Date(1639018730833)/,11,Diversion Structure,/Date(1638946800000)/,cfs,null,O,24.35,Circle,-106.147563,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,null,null,https://dwr.state.co.us/Tools/Stations/GABDITCO?params=DISCHRG,DISCHRG,4128689.0,398295.0,GABINO GALLEGOS D,Green,-0.09,13,Surface Water,CONEJOS,37.299272,ft,GABINO GALLEGOS D,3,null,/Date(1639017900000)/,2100526,GAGE_HT
